SK_CompraItem;NumeroPedido;DataPedido;DataPrometida;DataRecebimento;SK_Item;SK_Fornecedor;SK_Deposito;QuantidadePedida;QuantidadeRecebida;QuantidadeDevolvida;PrecoUnitario;ValorPedido;ValorRecebido;LeadTimeRealDias;FlagEntregaNoPrazo;FlagRecebimentoTotal;StatusPedido
2120;PC002120;2025-01-16;2025-03-05;2025-02-23;160;12;2;114,0000;114,0000;0,0000;63,3751;7224,76;7224,76;38;SIM;SIM;Recebido
2121;PC002121;2025-04-10;2025-05-28;2025-06-02;160;12;2;46,0000;46,0000;0,0000;62,7932;2888,49;2888,49;53;NAO;SIM;Recebido
2122;PC002122;2025-05-13;2025-06-30;2025-06-17;160;12;2;66,0000;66,0000;0,0000;65,7768;4341,27;4341,27;35;SIM;SIM;Recebido
2123;PC002123;2025-09-23;2025-11-10;2025-10-26;160;12;2;46,0000;46,0000;0,0000;65,0488;2992,24;2992,24;33;SIM;SIM;Recebido
2124;PC002124;2026-01-20;2026-03-09;2026-03-04;160;12;2;73,0000;73,0000;0,0000;62,2412;4543,61;4543,61;43;SIM;SIM;Recebido
2125;PC002125;2026-02-20;2026-04-09;2026-04-20;160;12;2;136,0000;97,0000;0,0000;63,7268;8666,84;6181,50;59;NAO;NAO;Recebido
2126;PC002126;2026-03-20;2026-05-07;2026-05-09;160;12;2;63,0000;57,0000;0,0000;65,2857;4113,00;3721,28;50;NAO;NAO;Recebido
2127;PC002127;2026-05-06;2026-06-23;2026-07-01;160;12;2;93,0000;93,0000;0,0000;62,0584;5771,43;5771,43;56;NAO;SIM;Recebido
2128;PC002128;2026-06-01;2026-07-19;2026-06-28;160;12;2;118,0000;118,0000;0,0000;65,8206;7766,83;7766,83;27;SIM;SIM;Recebido
2129;PC002129;2024-09-13;2024-10-06;2024-09-29;161;20;2;200,0000;200,0000;0,0000;64,7392;12947,84;12947,84;16;SIM;SIM;Recebido
2130;PC002130;2025-03-13;2025-04-05;2025-04-06;161;20;2;153,0000;153,0000;0,0000;68,2136;10436,68;10436,68;24;NAO;SIM;Recebido
2131;PC002131;2025-07-01;2025-07-24;2025-07-25;161;20;2;172,0000;172,0000;0,0000;69,8051;12006,48;12006,48;24;NAO;SIM;Recebido
2132;PC002132;2025-11-27;2025-12-20;2025-12-13;161;20;2;211,0000;211,0000;0,0000;66,7787;14090,31;14090,31;16;SIM;SIM;Recebido
2133;PC002133;2026-04-14;2026-05-07;2026-04-28;161;20;2;214,0000;214,0000;4,0000;70,1287;15007,54;15007,54;14;SIM;SIM;Recebido
2134;PC002134;2026-07-17;2026-08-09;2026-08-03;161;20;2;151,0000;151,0000;0,0000;65,9246;9954,61;9954,61;17;SIM;SIM;Recebido
2135;PC002135;2024-11-25;2024-12-18;2024-12-16;161;20;3;197,0000;197,0000;0,0000;67,8271;13361,94;13361,94;21;SIM;SIM;Recebido
2136;PC002136;2025-03-25;2025-04-17;2025-04-14;161;20;3;192,0000;192,0000;0,0000;65,9093;12654,59;12654,59;20;SIM;SIM;Recebido
2137;PC002137;2024-09-23;2024-10-06;2024-10-01;162;27;1;230,0000;230,0000;13,0000;58,1842;13382,37;13382,37;8;SIM;SIM;Recebido
2138;PC002138;2024-12-16;2025-01-08;2025-01-06;163;4;3;68,0000;68,0000;0,0000;42,8233;2911,98;2911,98;21;SIM;SIM;Recebido
2139;PC002139;2025-02-07;2025-03-02;2025-02-22;163;4;3;123,0000;123,0000;0,0000;42,5359;5231,92;5231,92;15;SIM;SIM;Recebido
2140;PC002140;2025-04-18;2025-05-11;2025-04-29;163;4;3;78,0000;78,0000;0,0000;44,5502;3474,92;3474,92;11;SIM;SIM;Recebido
2141;PC002141;2025-06-18;2025-07-11;2025-07-09;163;4;3;89,0000;89,0000;0,0000;42,5544;3787,34;3787,34;21;SIM;SIM;Recebido
2142;PC002142;2025-08-15;2025-09-07;2025-09-01;163;4;3;125,0000;125,0000;0,0000;44,1768;5522,10;5522,10;17;SIM;SIM;Recebido
2143;PC002143;2025-12-10;2026-01-02;2026-01-02;163;4;3;109,0000;109,0000;0,0000;43,6228;4754,89;4754,89;23;SIM;SIM;Recebido
2144;PC002144;2026-02-20;2026-03-15;2026-03-09;163;4;3;100,0000;100,0000;0,0000;44,2115;4421,15;4421,15;17;SIM;SIM;Recebido
2145;PC002145;2026-03-18;2026-04-10;2026-04-10;163;4;3;65,0000;65,0000;0,0000;45,5560;2961,14;2961,14;23;SIM;SIM;Recebido
2146;PC002146;2026-07-02;2026-07-25;2026-07-22;163;4;3;109,0000;109,0000;4,0000;42,9136;4677,58;4677,58;20;SIM;SIM;Recebido
2147;PC002147;2024-09-11;2024-10-04;2024-09-30;163;4;2;105,0000;105,0000;0,0000;43,8896;4608,41;4608,41;19;SIM;SIM;Recebido
2148;PC002148;2024-12-19;2025-01-11;2025-01-03;163;4;2;74,0000;74,0000;0,0000;43,9151;3249,72;3249,72;15;SIM;SIM;Recebido
2149;PC002149;2025-02-21;2025-03-16;2025-03-03;163;4;2;89,0000;89,0000;0,0000;41,8712;3726,54;3726,54;10;SIM;SIM;Recebido
2150;PC002150;2025-05-29;2025-06-21;2025-06-19;163;4;2;125,0000;125,0000;0,0000;42,0731;5259,14;5259,14;21;SIM;SIM;Recebido
2151;PC002151;2025-08-05;2025-08-28;2025-08-24;163;4;2;64,0000;64,0000;0,0000;41,7747;2673,58;2673,58;19;SIM;SIM;Recebido
2152;PC002152;2025-11-28;2025-12-21;2025-12-14;163;4;2;77,0000;77,0000;0,0000;43,2959;3333,78;3333,78;16;SIM;SIM;Recebido
2153;PC002153;2026-02-17;2026-03-12;2026-03-04;163;4;2;83,0000;83,0000;0,0000;42,1571;3499,04;3499,04;15;SIM;SIM;Recebido
2154;PC002154;2026-05-25;2026-06-17;2026-06-15;163;4;2;87,0000;87,0000;0,0000;41,4023;3602,00;3602,00;21;SIM;SIM;Recebido
2155;PC002155;2026-08-07;2026-08-30;2026-08-24;163;4;2;80,0000;80,0000;0,0000;42,4043;3392,34;3392,34;17;SIM;SIM;Recebido
2156;PC002156;2024-09-06;2024-10-24;2024-10-15;164;22;1;69,0000;69,0000;0,0000;993,7576;68569,27;68569,27;39;SIM;SIM;Recebido
2157;PC002157;2024-10-07;2024-11-24;2024-12-01;164;22;1;40,0000;40,0000;0,0000;982,4337;39297,35;39297,35;55;NAO;SIM;Recebido
2158;PC002158;2024-11-04;2024-12-22;2024-12-07;164;22;1;82,0000;82,0000;0,0000;974,0384;79871,15;79871,15;33;SIM;SIM;Recebido
2159;PC002159;2025-01-09;2025-02-26;2025-02-12;164;22;1;72,0000;72,0000;0,0000;975,3537;70225,47;70225,47;34;SIM;SIM;Recebido
2160;PC002160;2025-03-25;2025-05-12;2025-05-08;164;22;1;50,0000;50,0000;0,0000;966,8033;48340,17;48340,17;44;SIM;SIM;Recebido
2161;PC002161;2025-04-03;2025-05-21;2025-04-28;164;22;1;58,0000;48,0000;0,0000;980,1193;56846,92;47045,73;25;SIM;NAO;Recebido
2162;PC002162;2025-06-06;2025-07-24;2025-07-04;164;22;1;77,0000;77,0000;0,0000;1000,2595;77019,98;77019,98;28;SIM;SIM;Recebido
2163;PC002163;2025-09-03;2025-10-21;2025-10-06;164;22;1;45,0000;45,0000;0,0000;1012,8020;45576,09;45576,09;33;SIM;SIM;Recebido
2164;PC002164;2025-11-25;2026-01-12;2025-12-16;164;22;1;45,0000;45,0000;0,0000;982,3560;44206,02;44206,02;21;SIM;SIM;Recebido
2165;PC002165;2026-04-21;2026-06-08;2026-06-20;164;22;1;90,0000;90,0000;0,0000;971,1906;87407,15;87407,15;60;NAO;SIM;Recebido
2166;PC002166;2026-05-27;2026-07-14;2026-07-06;164;22;1;117,0000;117,0000;0,0000;1014,6622;118715,48;118715,48;40;SIM;SIM;Recebido
2167;PC002167;2024-09-26;2024-11-13;2024-11-01;165;14;1;156,0000;156,0000;0,0000;343,4730;53581,79;53581,79;36;SIM;SIM;Recebido
2168;PC002168;2024-10-18;2024-12-05;2024-12-13;165;14;1;156,0000;156,0000;0,0000;329,9281;51468,78;51468,78;56;NAO;SIM;Recebido
2169;PC002169;2025-02-13;2025-04-02;2025-04-05;165;14;1;112,0000;112,0000;0,0000;331,6357;37143,20;37143,20;51;NAO;SIM;Recebido
2170;PC002170;2025-03-17;2025-05-04;2025-05-02;165;14;1;132,0000;132,0000;0,0000;334,9129;44208,50;44208,50;46;SIM;SIM;Recebido
2171;PC002171;2025-12-04;2026-01-21;2026-01-21;165;14;1;135,0000;135,0000;0,0000;349,3178;47157,90;47157,90;48;SIM;SIM;Recebido
2172;PC002172;2026-02-05;2026-03-25;2026-03-23;165;14;1;90,0000;90,0000;0,0000;332,8294;29954,65;29954,65;46;SIM;SIM;Recebido
2173;PC002173;2026-08-11;2026-09-28;;165;14;1;156,0000;0,0000;0,0000;343,1474;53530,99;0,00;;NAO;NAO;Aberto
2174;PC002174;2024-09-11;2024-10-29;2024-10-28;165;14;3;152,0000;152,0000;0,0000;336,0341;51077,18;51077,18;47;SIM;SIM;Recebido
2175;PC002175;2025-04-23;2025-06-10;2025-05-19;165;14;3;143,0000;143,0000;0,0000;334,8229;47879,67;47879,67;26;SIM;SIM;Recebido
2176;PC002176;2025-06-25;2025-08-12;2025-08-07;165;14;3;92,0000;92,0000;0,0000;331,2985;30479,46;30479,46;43;SIM;SIM;Recebido
2177;PC002177;2025-07-18;2025-09-04;2025-09-09;165;14;3;137,0000;137,0000;0,0000;338,1530;46326,96;46326,96;53;NAO;SIM;Recebido
2178;PC002178;2026-02-12;2026-04-01;2026-03-29;165;14;3;123,0000;123,0000;0,0000;341,9385;42058,44;42058,44;45;SIM;SIM;Recebido
2179;PC002179;2026-05-19;2026-07-06;2026-06-25;165;14;3;112,0000;112,0000;0,0000;339,4045;38013,30;38013,30;37;SIM;SIM;Recebido
2180;PC002180;2024-09-12;2024-10-30;2024-10-23;166;31;1;59,0000;59,0000;0,0000;116,9187;6898,20;6898,20;41;SIM;SIM;Recebido
2181;PC002181;2024-10-16;2024-12-03;2024-11-26;166;31;1;88,0000;88,0000;0,0000;116,2909;10233,60;10233,60;41;SIM;SIM;Recebido
2182;PC002182;2024-11-14;2025-01-01;2025-01-01;166;31;1;45,0000;45,0000;1,0000;116,9759;5263,92;5263,92;48;SIM;SIM;Recebido
2183;PC002183;2024-12-25;2025-02-11;2025-02-16;166;31;1;73,0000;73,0000;0,0000;117,0114;8541,83;8541,83;53;NAO;SIM;Recebido
2184;PC002184;2025-01-09;2025-02-26;2025-02-07;166;31;1;50,0000;50,0000;0,0000;111,5206;5576,03;5576,03;29;SIM;SIM;Recebido
2185;PC002185;2025-02-17;2025-04-06;2025-04-05;166;31;1;45,0000;45,0000;0,0000;120,0373;5401,68;5401,68;47;SIM;SIM;Recebido
2186;PC002186;2025-03-13;2025-04-30;2025-04-10;166;31;1;49,0000;49,0000;0,0000;120,6399;5911,36;5911,36;28;SIM;SIM;Recebido
2187;PC002187;2025-04-10;2025-05-28;2025-05-20;166;31;1;45,0000;32,0000;2,0000;113,6022;5112,10;3635,27;40;SIM;NAO;Recebido
2188;PC002188;2025-05-06;2025-06-23;2025-06-19;166;31;1;55,0000;55,0000;0,0000;119,2973;6561,35;6561,35;44;SIM;SIM;Recebido
2189;PC002189;2025-06-17;2025-08-04;2025-08-02;166;31;1;48,0000;48,0000;0,0000;113,8262;5463,66;5463,66;46;SIM;SIM;Recebido
2190;PC002190;2025-07-11;2025-08-28;2025-08-23;166;31;1;117,0000;117,0000;0,0000;121,9746;14271,03;14271,03;43;SIM;SIM;Recebido
2191;PC002191;2025-09-08;2025-10-26;2025-10-15;166;31;1;45,0000;45,0000;0,0000;118,3852;5327,33;5327,33;37;SIM;SIM;Recebido
2192;PC002192;2025-11-10;2025-12-28;2025-12-17;166;31;1;45,0000;45,0000;0,0000;115,6177;5202,80;5202,80;37;SIM;SIM;Recebido
2193;PC002193;2025-12-22;2026-02-08;2026-02-06;166;31;1;81,0000;66,0000;1,0000;114,8866;9305,81;7582,52;46;SIM;NAO;Recebido
2194;PC002194;2026-01-21;2026-03-10;2026-03-05;166;31;1;117,0000;117,0000;0,0000;113,8743;13323,29;13323,29;43;SIM;SIM;Recebido
2195;PC002195;2026-02-18;2026-04-07;2026-04-05;166;31;1;117,0000;117,0000;0,0000;119,0937;13933,96;13933,96;46;SIM;SIM;Recebido
2196;PC002196;2026-03-19;2026-05-06;2026-04-24;166;31;1;45,0000;39,0000;0,0000;113,2757;5097,41;4417,75;36;SIM;NAO;Recebido
2197;PC002197;2026-08-25;2026-10-12;;166;31;1;71,0000;0,0000;0,0000;117,7482;8360,12;0,00;;NAO;NAO;Aberto
2198;PC002198;2024-09-10;2024-09-23;2024-09-20;167;27;1;115,0000;115,0000;0,0000;34,8131;4003,51;4003,51;10;SIM;SIM;Recebido
2199;PC002199;2024-12-18;2024-12-31;2024-12-27;167;27;1;173,0000;173,0000;0,0000;34,7888;6018,46;6018,46;9;SIM;SIM;Recebido
2200;PC002200;2025-02-25;2025-03-10;2025-03-05;167;27;1;137,0000;137,0000;0,0000;35,1765;4819,18;4819,18;8;SIM;SIM;Recebido
2201;PC002201;2024-09-20;2024-10-23;2024-10-20;168;32;1;337,0000;337,0000;0,0000;26,9168;9070,96;9070,96;30;SIM;SIM;Recebido
2202;PC002202;2025-01-09;2025-02-11;2025-01-30;168;32;1;279,0000;279,0000;0,0000;26,2431;7321,82;7321,82;21;SIM;SIM;Recebido
2203;PC002203;2025-05-02;2025-06-04;2025-05-26;168;32;1;249,0000;249,0000;0,0000;27,2519;6785,72;6785,72;24;SIM;SIM;Recebido
2204;PC002204;2025-08-04;2025-09-06;2025-08-29;168;32;1;273,0000;273,0000;0,0000;26,2169;7157,21;7157,21;25;SIM;SIM;Recebido
2205;PC002205;2025-11-27;2025-12-30;2025-12-10;168;32;1;250,0000;250,0000;0,0000;26,5004;6625,10;6625,10;13;SIM;SIM;Recebido
2206;PC002206;2026-01-08;2026-02-10;2026-01-27;168;32;1;276,0000;276,0000;0,0000;26,0517;7190,27;7190,27;19;SIM;SIM;Recebido
2207;PC002207;2026-04-28;2026-05-31;2026-05-24;168;32;1;259,0000;259,0000;6,0000;25,6365;6639,85;6639,85;26;SIM;SIM;Recebido
2208;PC002208;2026-06-02;2026-07-05;2026-07-06;168;32;1;251,0000;251,0000;0,0000;26,1816;6571,58;6571,58;34;NAO;SIM;Recebido
2209;PC002209;2024-09-20;2024-10-23;2024-10-27;168;32;2;329,0000;329,0000;0,0000;24,6779;8119,03;8119,03;37;NAO;SIM;Recebido
2210;PC002210;2024-12-10;2025-01-12;2025-01-03;168;32;2;236,0000;170,0000;0,0000;25,5109;6020,57;4336,85;24;SIM;NAO;Recebido
2211;PC002211;2025-03-06;2025-04-08;2025-03-24;168;32;2;341,0000;341,0000;8,0000;25,0799;8552,25;8552,25;18;SIM;SIM;Recebido
2212;PC002212;2025-05-12;2025-06-14;2025-06-15;168;32;2;261,0000;261,0000;0,0000;25,2603;6592,94;6592,94;34;NAO;SIM;Recebido
2213;PC002213;2025-10-31;2025-12-03;2025-11-21;168;32;2;239,0000;239,0000;0,0000;26,6641;6372,72;6372,72;21;SIM;SIM;Recebido
2214;PC002214;2026-01-06;2026-02-08;2026-02-03;168;32;2;286,0000;286,0000;0,0000;24,7792;7086,85;7086,85;28;SIM;SIM;Recebido
2215;PC002215;2026-04-16;2026-05-19;2026-05-22;168;32;2;242,0000;242,0000;0,0000;25,6580;6209,24;6209,24;36;NAO;SIM;Recebido
2216;PC002216;2026-06-03;2026-07-06;2026-07-03;168;32;2;232,0000;232,0000;0,0000;25,1755;5840,72;5840,72;30;SIM;SIM;Recebido
2217;PC002217;2024-09-09;2024-09-22;2024-09-18;169;4;1;412,0000;412,0000;0,0000;141,4462;58275,83;58275,83;9;SIM;SIM;Recebido
2218;PC002218;2024-12-25;2025-01-07;2025-01-04;169;4;1;369,0000;369,0000;0,0000;150,0615;55372,69;55372,69;10;SIM;SIM;Recebido
2219;PC002219;2025-02-11;2025-02-24;2025-02-17;169;4;1;401,0000;401,0000;0,0000;153,0697;61380,95;61380,95;6;SIM;SIM;Recebido
2220;PC002220;2025-05-02;2025-05-15;2025-05-08;169;4;1;373,0000;373,0000;0,0000;154,1423;57495,08;57495,08;6;SIM;SIM;Recebido
2221;PC002221;2025-09-15;2025-09-28;2025-09-24;169;4;1;426,0000;426,0000;0,0000;147,2308;62720,32;62720,32;9;SIM;SIM;Recebido
2222;PC002222;2025-12-05;2025-12-18;2025-12-11;169;4;1;345,0000;345,0000;0,0000;147,9363;51038,02;51038,02;6;SIM;SIM;Recebido
2223;PC002223;2026-02-10;2026-02-23;2026-02-17;169;4;1;444,0000;326,0000;0,0000;147,0683;65298,33;47944,27;7;SIM;NAO;Recebido
2224;PC002224;2026-05-11;2026-05-24;2026-05-19;169;4;1;491,0000;491,0000;0,0000;145,9457;71659,34;71659,34;8;SIM;SIM;Recebido
2225;PC002225;2026-08-11;2026-08-24;2026-08-23;169;4;1;450,0000;450,0000;0,0000;147,8467;66531,01;66531,01;12;SIM;SIM;Recebido
2226;PC002226;2024-10-18;2024-11-10;2024-11-11;170;1;3;183,0000;183,0000;0,0000;210,7233;38562,36;38562,36;24;NAO;SIM;Recebido
2227;PC002227;2024-12-27;2025-01-19;2025-01-13;170;1;3;137,0000;137,0000;0,0000;209,2756;28670,76;28670,76;17;SIM;SIM;Recebido
2228;PC002228;2025-01-27;2025-02-19;2025-02-20;170;1;3;208,0000;208,0000;0,0000;216,5372;45039,74;45039,74;24;NAO;SIM;Recebido
2229;PC002229;2025-03-18;2025-04-10;2025-03-31;170;1;3;186,0000;186,0000;0,0000;205,6712;38254,84;38254,84;13;SIM;SIM;Recebido
2230;PC002230;2025-05-02;2025-05-25;2025-05-17;170;1;3;155,0000;155,0000;0,0000;218,3668;33846,85;33846,85;15;SIM;SIM;Recebido
2231;PC002231;2025-08-29;2025-09-21;2025-09-23;170;1;3;216,0000;216,0000;0,0000;222,6500;48092,40;48092,40;25;NAO;SIM;Recebido
2232;PC002232;2025-11-06;2025-11-29;2025-11-22;170;1;3;162,0000;162,0000;0,0000;220,0193;35643,13;35643,13;16;SIM;SIM;Recebido
2233;PC002233;2026-01-02;2026-01-25;2026-01-17;170;1;3;240,0000;240,0000;0,0000;217,8674;52288,18;52288,18;15;SIM;SIM;Recebido
2234;PC002234;2026-03-17;2026-04-09;2026-03-31;170;1;3;249,0000;249,0000;0,0000;219,3027;54606,37;54606,37;14;SIM;SIM;Recebido
2235;PC002235;2026-05-18;2026-06-10;2026-06-02;170;1;3;147,0000;135,0000;0,0000;219,6805;32293,03;29656,87;15;SIM;NAO;Recebido
2236;PC002236;2024-09-13;2024-10-06;2024-09-29;170;1;1;189,0000;189,0000;0,0000;201,5025;38083,97;38083,97;16;SIM;SIM;Recebido
2237;PC002237;2025-01-02;2025-01-25;2025-01-07;170;1;1;237,0000;237,0000;0,0000;215,6834;51116,97;51116,97;5;SIM;SIM;Recebido
2238;PC002238;2025-02-18;2025-03-13;2025-03-18;170;1;1;216,0000;216,0000;0,0000;204,5116;44174,51;44174,51;28;NAO;SIM;Recebido
2239;PC002239;2025-04-01;2025-04-24;2025-04-26;170;1;1;249,0000;249,0000;0,0000;216,7958;53982,15;53982,15;25;NAO;SIM;Recebido
2240;PC002240;2025-06-03;2025-06-26;2025-06-22;170;1;1;200,0000;200,0000;0,0000;219,8502;43970,04;43970,04;19;SIM;SIM;Recebido
2241;PC002241;2025-08-01;2025-08-24;2025-08-18;170;1;1;144,0000;144,0000;0,0000;214,0582;30824,38;30824,38;17;SIM;SIM;Recebido
2242;PC002242;2025-10-27;2025-11-19;2025-11-10;170;1;1;202,0000;202,0000;0,0000;217,6313;43961,52;43961,52;14;SIM;SIM;Recebido
2243;PC002243;2025-12-12;2026-01-04;2025-12-29;170;1;1;249,0000;249,0000;0,0000;215,6535;53697,72;53697,72;17;SIM;SIM;Recebido
2244;PC002244;2026-02-27;2026-03-22;2026-03-15;170;1;1;214,0000;214,0000;0,0000;208,4800;44614,72;44614,72;16;SIM;SIM;Recebido
2245;PC002245;2026-05-26;2026-06-18;2026-06-04;170;1;1;201,0000;201,0000;0,0000;214,4973;43113,96;43113,96;9;SIM;SIM;Recebido
2246;PC002246;2026-07-23;2026-08-15;2026-08-11;170;1;1;249,0000;249,0000;0,0000;224,6736;55943,73;55943,73;19;SIM;SIM;Recebido
2247;PC002247;2024-10-17;2024-11-09;2024-11-03;171;1;2;268,0000;268,0000;0,0000;24,6710;6611,83;6611,83;17;SIM;SIM;Recebido
2248;PC002248;2024-11-19;2024-12-12;2024-12-13;171;1;2;252,0000;252,0000;0,0000;25,0084;6302,12;6302,12;24;NAO;SIM;Recebido
2249;PC002249;2024-12-25;2025-01-17;2025-01-12;171;1;2;168,0000;168,0000;0,0000;25,7343;4323,36;4323,36;18;SIM;SIM;Recebido
2250;PC002250;2025-02-05;2025-02-28;2025-02-25;171;1;2;130,0000;130,0000;0,0000;26,0687;3388,93;3388,93;20;SIM;SIM;Recebido
2251;PC002251;2025-04-23;2025-05-16;2025-05-19;171;1;2;175,0000;175,0000;0,0000;25,7436;4505,13;4505,13;26;NAO;SIM;Recebido
2252;PC002252;2025-06-13;2025-07-06;2025-06-28;171;1;2;157,0000;157,0000;3,0000;25,7503;4042,80;4042,80;15;SIM;SIM;Recebido
2253;PC002253;2025-08-01;2025-08-24;2025-08-09;171;1;2;210,0000;210,0000;0,0000;26,1254;5486,33;5486,33;8;SIM;SIM;Recebido
2254;PC002254;2025-10-27;2025-11-19;2025-11-17;171;1;2;147,0000;147,0000;0,0000;26,8991;3954,17;3954,17;21;SIM;SIM;Recebido
2255;PC002255;2026-01-30;2026-02-22;2026-02-18;171;1;2;250,0000;250,0000;0,0000;25,9557;6488,93;6488,93;19;SIM;SIM;Recebido
2256;PC002256;2026-02-05;2026-02-28;2026-02-27;171;1;2;271,0000;271,0000;0,0000;27,2676;7389,52;7389,52;22;SIM;SIM;Recebido
2257;PC002257;2026-04-09;2026-05-02;2026-04-15;171;1;2;271,0000;263,0000;0,0000;26,7679;7254,10;7039,96;6;SIM;NAO;Recebido
2258;PC002258;2026-07-22;2026-08-14;2026-08-12;171;1;2;270,0000;270,0000;0,0000;26,9477;7275,88;7275,88;21;SIM;SIM;Recebido
2259;PC002259;2025-02-10;2025-03-05;2025-02-26;171;1;3;185,0000;185,0000;0,0000;26,1225;4832,66;4832,66;16;SIM;SIM;Recebido
2260;PC002260;2025-03-31;2025-04-23;2025-04-14;171;1;3;270,0000;270,0000;0,0000;25,5944;6910,49;6910,49;14;SIM;SIM;Recebido
2261;PC002261;2025-04-14;2025-05-07;2025-05-07;171;1;3;271,0000;271,0000;0,0000;24,4505;6626,09;6626,09;23;SIM;SIM;Recebido
2262;PC002262;2025-05-02;2025-05-25;2025-05-21;171;1;3;271,0000;271,0000;15,0000;24,7687;6712,32;6712,32;19;SIM;SIM;Recebido
2263;PC002263;2025-06-06;2025-06-29;2025-06-13;171;1;3;176,0000;176,0000;0,0000;24,8804;4378,95;4378,95;7;SIM;SIM;Recebido
2264;PC002264;2025-07-23;2025-08-15;2025-08-12;171;1;3;230,0000;230,0000;13,0000;25,4444;5852,21;5852,21;20;SIM;SIM;Recebido
2265;PC002265;2025-10-10;2025-11-02;2025-10-27;171;1;3;128,0000;120,0000;0,0000;25,3351;3242,89;3040,21;17;SIM;NAO;Recebido
2266;PC002266;2025-11-03;2025-11-26;2025-11-19;171;1;3;124,0000;124,0000;0,0000;25,4223;3152,37;3152,37;16;SIM;SIM;Recebido
2267;PC002267;2026-01-30;2026-02-22;2026-02-13;171;1;3;271,0000;271,0000;0,0000;25,7447;6976,81;6976,81;14;SIM;SIM;Recebido
2268;PC002268;2026-02-06;2026-03-01;2026-02-18;171;1;3;256,0000;256,0000;0,0000;26,6774;6829,41;6829,41;12;SIM;SIM;Recebido
2269;PC002269;2026-03-24;2026-04-16;2026-04-15;171;1;3;155,0000;155,0000;0,0000;24,8307;3848,76;3848,76;22;SIM;SIM;Recebido
2270;PC002270;2026-05-04;2026-05-27;2026-05-21;171;1;3;271,0000;271,0000;0,0000;26,1055;7074,59;7074,59;17;SIM;SIM;Recebido
2271;PC002271;2026-07-22;2026-08-14;2026-08-19;171;1;3;185,0000;185,0000;0,0000;27,0072;4996,33;4996,33;28;NAO;SIM;Recebido
2272;PC002272;2024-09-11;2024-10-29;2024-10-12;172;7;2;180,0000;180,0000;0,0000;522,0523;93969,41;93969,41;31;SIM;SIM;Recebido
2273;PC002273;2024-12-04;2025-01-21;2025-01-31;172;7;2;133,0000;133,0000;0,0000;521,4792;69356,73;69356,73;58;NAO;SIM;Recebido
2274;PC002274;2025-02-26;2025-04-15;2025-03-24;172;7;2;160,0000;160,0000;0,0000;552,5696;88411,14;88411,14;26;SIM;SIM;Recebido
2275;PC002275;2025-05-09;2025-06-26;2025-06-05;172;7;2;124,0000;124,0000;0,0000;525,2651;65132,87;65132,87;27;SIM;SIM;Recebido
2276;PC002276;2025-08-29;2025-10-16;2025-09-25;172;7;2;128,0000;128,0000;0,0000;543,4769;69565,04;69565,04;27;SIM;SIM;Recebido
2277;PC002277;2025-11-24;2026-01-11;2026-01-10;172;7;2;157,0000;157,0000;0,0000;541,9086;85079,65;85079,65;47;SIM;SIM;Recebido
2278;PC002278;2025-12-02;2026-01-19;2026-01-29;172;7;2;177,0000;177,0000;0,0000;551,1965;97561,78;97561,78;58;NAO;SIM;Recebido
2279;PC002279;2026-05-13;2026-06-30;2026-06-08;172;7;2;149,0000;149,0000;0,0000;551,3938;82157,68;82157,68;26;SIM;SIM;Recebido
2280;PC002280;2024-09-17;2024-11-04;2024-11-04;172;7;1;159,0000;159,0000;0,0000;545,5333;86739,79;86739,79;48;SIM;SIM;Recebido
2281;PC002281;2024-10-21;2024-12-08;2024-11-21;172;7;1;177,0000;177,0000;0,0000;528,3658;93520,75;93520,75;31;SIM;SIM;Recebido
2282;PC002282;2025-04-11;2025-05-29;2025-05-22;172;7;1;157,0000;157,0000;9,0000;549,4288;86260,32;86260,32;41;SIM;SIM;Recebido
2283;PC002283;2025-06-30;2025-08-17;2025-08-01;172;7;1;144,0000;144,0000;0,0000;562,1302;80946,75;80946,75;32;SIM;SIM;Recebido
2284;PC002284;2025-07-01;2025-08-18;2025-08-04;172;7;1;186,0000;186,0000;0,0000;573,7848;106723,97;106723,97;34;SIM;SIM;Recebido
2285;PC002285;2026-02-25;2026-04-14;2026-04-08;172;7;1;148,0000;148,0000;0,0000;557,9269;82573,18;82573,18;42;SIM;SIM;Recebido
2286;PC002286;2026-03-31;2026-05-18;2026-04-29;172;7;1;198,0000;198,0000;0,0000;550,0534;108910,57;108910,57;29;SIM;SIM;Recebido
2287;PC002287;2026-07-03;2026-08-20;2026-08-05;172;7;1;143,0000;143,0000;0,0000;563,1314;80527,79;80527,79;33;SIM;SIM;Recebido
2288;PC002288;2024-12-30;2025-01-22;2025-01-17;173;15;1;82,0000;82,0000;0,0000;957,9317;78550,40;78550,40;18;SIM;SIM;Recebido
2289;PC002289;2025-02-12;2025-03-07;2025-03-09;173;15;1;106,0000;106,0000;0,0000;954,2997;101155,77;101155,77;25;NAO;SIM;Recebido
2290;PC002290;2025-04-03;2025-04-26;2025-04-22;173;15;1;109,0000;109,0000;0,0000;932,3839;101629,85;101629,85;19;SIM;SIM;Recebido
2291;PC002291;2025-06-12;2025-07-05;2025-06-22;173;15;1;88,0000;88,0000;0,0000;909,7820;80060,82;80060,82;10;SIM;SIM;Recebido
2292;PC002292;2025-11-27;2025-12-20;2025-12-12;173;15;1;81,0000;81,0000;0,0000;961,2378;77860,26;77860,26;15;SIM;SIM;Recebido
